"","Ac_No","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"13143",121698,37,19,4,"M","Single",191.0554736
"13144",164581,60,40,4,"F","Married",259.4478149
"13148",182636,63,43,4,"F","Single",141.050927
"13150",100347,40,23,4,"F","Married",295.4246166
"13151",178748,21,4,4,"F","Married",264.256172
"13155",184955,22,3,4,"F","Married",438.5915609
"13157",154832,22,5,4,"F","Married",341.4633368
"13158",196392,66,46,4,"M","Single",432.5229054
"13162",134063,61,41,4,"M","Single",108.1750946
"13164",127718,65,45,4,"F","Single",303.1838448
"13165",150919,23,5,4,"F","Single",254.9418043
"13169",191806,62,44,4,"M","Married",319.4895725
"13171",178353,29,11,4,"F","Married",535.380846
"13172",141926,59,42,4,"M","Single",431.2316572
"13176",187634,61,40,4,"F","Married",202.9013457
"13178",128569,26,8,4,"M","Single",496.2432547
"13179",171543,51,31,4,"F","Married",626.778193
"13183",128152,69,48,4,"M","Married",636.9997516
"13185",114889,21,2,4,"M","Single",577.3659621
"13186",102995,40,22,4,"F","Married",327.2693144
"13190",151405,60,41,4,"M","Single",238.6813378
"13192",163845,28,8,4,"F","Single",743.7252397
"13193",189806,70,51,4,"F","Married",123.7757506
"13197",106521,30,12,4,"M","Single",203.0570334
"13199",195852,56,38,4,"M","Married",279.0504705
"13200",186902,39,22,4,"M","Single",456.36196
"13204",154992,55,36,4,"M","Single",411.7339244
"13206",163103,35,17,4,"F","Single",380.0241943
"13207",129497,39,22,4,"F","Married",348.0553847
"13211",165944,36,15,4,"M","Married",348.0303265
"13213",176050,34,13,4,"M","Married",323.6055821
"13214",111210,55,36,4,"M","Single",403.2331793
"13218",180629,17,0,4,"M","Single",979.0879538
"13220",199495,68,47,4,"F","Married",253.7716719
"13221",183715,58,39,4,"M","Married",262.1914364
"13225",137825,26,9,4,"F","Single",232.2603309
"13227",177626,22,5,4,"M","Single",687.1250602
"13228",174210,62,44,4,"F","Single",167.3491294
"13232",125119,19,0,4,"M","Married",1177.115598
"13234",198759,26,9,4,"F","Married",341.321384
"13235",167442,61,42,4,"M","Single",535.7703156
"13239",169743,47,27,4,"M","Single",574.137997
"13241",198435,69,52,4,"F","Single",171.6213587
"13242",145995,16,0,4,"M","Single",464.1600324
"13246",190266,60,43,4,"F","Married",246.1529271
"13248",180313,16,0,4,"M","Single",961.688498
"13249",140697,66,47,4,"M","Single",386.2912251
"13253",184171,32,11,4,"F","Married",397.3229693
"13255",104692,42,24,4,"F","Married",165.9889146
"13256",115032,64,46,4,"F","Married",455.6194336
"13260",131079,16,0,4,"F","Single",303.3291757
"13262",154603,65,46,4,"F","Married",440.6706032
"13263",121347,21,3,4,"M","Single",824.9399434
"13267",193825,63,46,4,"M","Married",131.5856775
"13269",133266,69,52,4,"F","Single",304.7423722
"13270",104695,57,38,4,"M","Single",181.4862783
"13274",153719,22,4,4,"F","Single",419.1085743
"13276",154223,57,38,4,"M","Married",372.55767
"13277",167395,41,23,4,"F","Married",575.1008818
"13281",184798,17,0,4,"M","Married",331.3457506
"13283",100531,64,45,4,"M","Married",22.17549513
"13284",101028,61,40,4,"F","Married",55.15691526
"13288",162353,23,5,4,"M","Married",219.8912405
"13290",126277,67,47,4,"M","Married",55.63394174
"13291",153564,16,0,4,"F","Single",410.2387404
"13295",197831,66,48,4,"F","Married",65.57457103
"13297",148479,20,1,4,"M","Married",313.0024539
"13298",129112,60,40,4,"F","Single",205.2117461
"13302",131645,70,52,4,"M","Single",226.1021153
"13304",134680,48,28,4,"M","Married",347.283444
"13305",150285,67,47,4,"F","Single",226.5989951
"13309",130569,21,2,4,"M","Married",645.388918
"13311",170301,66,45,4,"M","Married",57.98909532
"13312",124575,59,38,4,"M","Married",131.2553139
"13316",123916,33,16,4,"F","Single",432.1164909
"13318",106337,24,5,4,"M","Single",416.1952707
"13319",102484,62,41,4,"M","Single",145.1097016
"13323",124248,55,35,4,"F","Single",561.8060967
"13325",136137,62,45,4,"F","Single",591.4174326
"13326",100313,19,1,4,"F","Single",284.6476935
"13330",122422,36,18,4,"M","Single",518.8250552
"13332",189990,70,49,4,"M","Single",344.8395259
"13333",169737,27,7,4,"F","Married",612.7830483
"13337",127175,61,44,4,"M","Married",369.7100602
"13339",111108,60,43,4,"M","Single",719.2340931
"13340",160305,21,3,4,"M","Married",423.8093901
"13344",158515,24,5,4,"M","Married",612.3938545
"13346",193125,63,46,4,"F","Single",155.7034451
"13347",173206,25,8,4,"F","Married",228.9181882
"13351",105781,65,47,4,"F","Single",63.51792436
"13353",106735,20,3,4,"F","Married",138.1916119
"13354",140017,61,41,4,"M","Married",698.5172302
"13358",170564,33,16,4,"M","Married",200.1626019
"13360",197948,32,13,4,"F","Single",384.2924002
"13361",198779,16,0,4,"M","Married",735.4850769
"13365",192779,60,40,4,"F","Married",88.15150547
"13367",176403,46,29,4,"F","Single",431.0993117
"13368",170495,34,16,4,"F","Single",736.6505999
"13372",199026,23,6,4,"F","Single",279.1963188
"13374",146494,18,1,4,"F","Married",293.6557987
"13375",164421,60,40,4,"F","Single",119.7794738
"13379",139715,54,33,4,"M","Single",495.8577099
"13381",123902,61,43,4,"M","Married",68.89962569
"13382",102452,16,0,4,"M","Married",1130.276363
"13386",180667,21,4,4,"M","Single",1067.742432
"13388",102668,68,50,4,"F","Married",220.8653295
"13389",185968,28,10,4,"M","Single",464.8304919
"13393",195752,67,49,4,"M","Married",244.1388984
"13395",157575,41,21,4,"F","Married",337.4332674
"13396",127375,26,9,4,"M","Single",429.386194
"13400",131290,61,40,4,"M","Single",48.38472563
"13402",123886,62,41,4,"M","Married",138.9066927
"13403",197349,52,34,4,"F","Married",298.446885
"13407",102029,18,0,4,"F","Married",203.1868301
"13409",110585,50,32,4,"M","Single",511.3851929
"13410",175460,41,22,4,"F","Married",179.50327
"13414",124584,32,11,4,"F","Married",353.7627687
"13416",148243,70,52,4,"M","Single",213.9903772
"13417",113487,63,46,4,"F","Married",291.6686666
"13421",195940,66,47,4,"F","Married",60.36703842
"13423",137342,66,48,4,"M","Single",38.99781338
"13424",136933,61,42,4,"F","Married",231.1797507
"13428",193277,39,22,4,"M","Married",209.9582639
"13430",120983,20,2,4,"F","Single",225.3755843
"13431",193022,22,4,4,"M","Single",1093.989056
"13435",185096,61,44,4,"F","Single",139.1003056
"13437",146928,22,3,4,"F","Single",149.0841365
"13438",184407,47,30,4,"M","Married",352.2256809
"13442",137505,65,48,4,"M","Single",144.0930224
"13444",182983,29,10,4,"M","Single",449.0144241
"13445",194970,25,7,4,"M","Single",524.729119
"13449",185347,21,3,4,"M","Single",556.5350622
"13451",175829,69,51,4,"F","Married",191.019486
"13452",120475,44,26,4,"M","Married",369.9474902
"13456",198997,31,10,4,"M","Single",909.6147219
"13458",139974,59,42,4,"M","Married",370.8265951
"13459",189795,68,51,4,"F","Single",272.4608285
"13463",108135,51,34,4,"M","Single",468.1876134
"13465",178552,69,50,4,"M","Single",179.4037183
"13466",138616,51,33,4,"F","Married",183.6142249
"13470",181986,56,35,4,"F","Single",563.4264779
"13472",164723,57,40,4,"M","Single",461.872203
"13473",109865,70,53,4,"M","Single",269.0197341
"13477",183239,18,1,4,"F","Single",503.1516614
"13479",103619,69,50,4,"F","Single",151.9653298
"13480",115111,23,6,4,"F","Married",596.4062735
"13484",180149,24,6,4,"F","Single",263.4604824
"13486",181590,70,49,4,"F","Single",266.163006
"13487",155991,21,2,4,"M","Single",631.1508185
"13491",168033,39,20,4,"M","Married",584.5988272
"13493",159859,29,12,4,"F","Married",311.1506004
"13494",174683,70,49,4,"F","Single",111.9323709
"13498",118010,30,9,4,"M","Married",355.3730872
"13500",163160,32,13,4,"F","Married",319.1793514
"13501",103758,46,27,4,"F","Single",276.9096614
"13505",178142,48,28,4,"M","Married",329.178784
"13507",185813,65,44,4,"F","Single",200.4547619
"13508",118625,24,6,4,"M","Single",1621.306259
"13512",150869,62,43,4,"F","Married",29.1124105
"13514",123074,61,43,4,"M","Married",190.573219
"13515",177232,67,49,4,"F","Married",14.86060602
"13519",182387,34,15,4,"M","Single",411.4021606
"13521",180594,68,47,4,"M","Single",373.3520913
"13522",108576,28,10,4,"F","Single",196.9823997
"13526",160302,67,48,4,"M","Married",148.4713062
"13528",136038,39,22,4,"F","Married",320.3874686
"13529",187712,29,9,4,"M","Married",335.2730384
"13533",123680,57,38,4,"M","Married",373.2540709
"13535",105407,53,33,4,"F","Single",422.9142045
"13536",133032,45,26,4,"M","Single",538.4001789
"13540",175931,70,51,4,"F","Single",240.288773
"13542",142699,61,44,4,"F","Married",187.2638955
"13543",163100,63,45,4,"F","Single",131.9174632
"13547",105295,68,50,4,"M","Married",71.86205108
"13549",151567,35,14,4,"M","Single",418.9780571
"13550",144666,25,8,4,"M","Single",524.87801
"13554",178976,42,21,4,"F","Married",345.3225416
"13556",111377,70,53,4,"F","Married",413.6092759
"13557",183026,70,52,4,"F","Married",186.5952713
"13561",152911,60,41,4,"M","Single",45.34530098
"13563",142588,23,4,4,"F","Single",719.4111251
"13564",121591,53,35,4,"M","Married",281.9285033
"13568",156290,42,25,4,"F","Married",226.0877025
"13570",183201,46,25,4,"M","Married",209.1297056
"13571",102638,46,27,4,"F","Single",410.1741085
"13575",194250,61,42,4,"F","Married",75.79561871
"13577",180774,55,36,4,"M","Single",195.891037
"13578",127635,25,6,4,"M","Married",656.2419141
"13582",118020,24,7,4,"M","Single",528.0043687
"13584",184163,66,45,4,"M","Married",191.5424114
"13585",140123,18,1,4,"M","Single",761.9423352
"13589",141363,59,38,4,"F","Single",240.3603785
"13591",143075,57,39,4,"F","Married",226.3594829
"13592",168685,31,11,4,"M","Married",347.2452613
"13596",168998,21,3,4,"M","Single",1662.706358
"13598",142328,23,4,4,"M","Married",181.6667072
"13599",149954,63,45,4,"M","Single",196.5375197
"13603",181383,57,37,4,"F","Single",431.2847917
"13605",128305,65,47,4,"M","Married",73.66004219
"13606",152726,63,46,4,"M","Single",41.95861116
"13610",188013,44,27,4,"F","Single",517.716189
"13612",120704,17,0,4,"M","Single",718.5018398
"13613",141083,19,1,4,"F","Married",287.4289745
"13617",145782,36,19,4,"F","Married",578.9294915
"13619",143333,21,2,4,"F","Single",503.5175373
"13620",185136,67,50,4,"M","Single",68.15882577
"13624",118116,25,7,4,"F","Married",393.3757944
"13626",145331,50,32,4,"F","Single",396.5585999
"13627",123558,39,21,4,"M","Single",894.1464749
"13631",144686,17,0,4,"F","Single",333.51709
"13633",138334,60,39,4,"M","Married",19.85951362
"13634",116564,52,31,4,"F","Married",401.321637
"13638",110601,64,44,4,"M","Married",363.6650699
"13640",146273,30,13,4,"F","Single",515.8469815
"13641",184484,45,24,4,"F","Single",444.0067488
"13645",166007,16,0,4,"F","Married",135.1657465
"13647",173120,50,31,4,"M","Single",412.8486244
"13648",154901,22,4,4,"F","Single",721.1868745
"13652",188017,41,23,4,"M","Single",357.4448225
"13654",113962,23,5,4,"M","Married",373.3622448
"13655",127518,22,5,4,"M","Single",825.3943013
"13659",144173,61,40,4,"F","Single",532.3122908
"13661",139937,68,51,4,"M","Single",274.6316652
"13662",191411,17,0,4,"F","Married",307.386164
"13666",104175,25,8,4,"F","Single",150.236184
"13668",187238,43,22,4,"M","Single",800.8715333
"13669",123579,39,18,4,"F","Married",452.061256
"13673",166139,17,0,4,"F","Married",352.6766172
"13675",161785,59,40,4,"F","Married",587.6122574
"13676",122329,37,19,4,"M","Married",393.883468
"13680",120901,50,31,4,"F","Single",513.03153
"13682",136090,35,15,4,"M","Single",448.7875087
"13683",196112,47,26,4,"F","Single",177.900394
"13687",156589,68,48,4,"F","Single",254.3091107
"13689",181332,70,52,4,"F","Married",243.6051987
"13690",177967,26,6,4,"F","Married",387.7293836
"13694",144958,45,24,4,"F","Single",685.1928276
"13696",149664,63,46,4,"F","Married",76.30185594
"13697",176454,69,52,4,"M","Single",398.1235611
"13701",111409,60,40,4,"M","Single",341.7987715
"13703",152415,49,32,4,"F","Single",537.0080753
"13704",118945,62,43,4,"F","Married",33.1677643
"13708",188210,45,24,4,"F","Single",187.8711782
"13710",179453,68,47,4,"F","Single",135.9413147
"13711",182889,67,46,4,"M","Married",317.0264351
"13715",189194,21,4,4,"M","Single",849.7975643
"13717",191111,22,5,4,"M","Single",622.1645176
"13718",124726,70,49,4,"M","Married",40.76967803
"13722",111388,16,0,4,"M","Married",267.9816964
"13724",112234,17,0,4,"F","Married",305.5204447
"13725",182659,68,47,4,"M","Married",204.2376448
"13729",148072,23,6,4,"M","Married",475.862397
"13731",163511,19,0,4,"F","Single",280.4403218
"13732",191725,64,47,4,"F","Single",110.2807929
"13736",177471,68,48,4,"M","Married",394.213779
"13738",184991,22,3,4,"M","Single",878.7386362
"13739",162049,70,53,4,"M","Single",37.08766322
"13743",119956,20,3,4,"F","Single",553.4820444
"13745",120287,62,42,4,"F","Married",144.1073474
"13746",162599,19,1,4,"F","Married",177.4671892
"13750",198920,65,46,4,"F","Single",243.8226255
"13752",146071,39,20,4,"M","Single",409.8641991
"13753",151297,61,44,4,"M","Married",108.0378484
"13757",112627,64,45,4,"M","Single",88.61306666
"13759",177461,64,43,4,"F","Married",58.70979023
"13760",129218,33,13,4,"M","Single",380.1495652
"13764",120939,36,17,4,"F","Married",200.0321643
"13766",107717,62,42,4,"M","Married",312.3915256
"13767",185622,16,0,4,"F","Single",345.0605119
"13771",174530,21,3,4,"M","Married",1297.739892
"13773",124551,38,20,4,"F","Married",346.8394825
"13774",190921,16,0,4,"M","Single",1119.340454
"13778",195208,69,48,4,"F","Married",176.2240353
"13780",104006,22,5,4,"M","Married",306.3150769
"13781",177328,16,0,4,"M","Single",606.8939997
"13785",150930,58,37,4,"F","Single",874.0454331
"13787",199788,25,7,4,"M","Married",895.8863582
"13788",183997,67,50,4,"F","Single",41.08219521
"13792",163695,60,43,4,"M","Single",97.80988885
"13794",119863,19,1,4,"M","Single",799.9744139
"13795",175044,30,10,4,"M","Single",407.6963193
"13799",115121,70,49,4,"F","Married",77.99627349
"13801",133592,64,45,4,"F","Married",152.1742871
"13802",143348,24,5,4,"F","Married",330.1472651
"13806",124116,65,45,4,"M","Single",182.8816086
"13808",186995,34,16,4,"M","Single",453.4172473
"13809",130871,21,3,4,"M","Single",835.9234667
"13813",106081,18,1,4,"F","Married",498.9931769
"13815",198862,23,4,4,"M","Single",778.543894
"13816",157143,55,38,4,"M","Single",313.0968221
"13820",121735,63,45,4,"F","Single",242.881342
"13822",155432,63,42,4,"M","Married",290.6463151
"13823",110718,56,37,4,"F","Single",379.1802773
"13827",122173,37,20,4,"F","Married",270.0050947
"13829",145976,68,47,4,"F","Single",34.55719926
"13830",110551,44,23,4,"M","Married",557.5516972
"13834",115787,28,8,4,"M","Married",488.1996322
"13836",134645,16,0,4,"M","Married",613.3288072
"13837",159494,27,9,4,"M","Married",401.657943
"13841",120982,67,49,4,"M","Married",363.7838029
"13843",157610,37,18,4,"F","Single",213.0291996
"13844",145568,25,7,4,"M","Married",308.7451306
"13848",102772,23,6,4,"F","Married",163.7824754
"13850",155937,67,47,4,"F","Married",130.6352895
"13851",162946,16,0,4,"M","Married",200.3590918
"13855",183861,20,3,4,"F","Single",635.7349774
"13857",157957,64,43,4,"F","Single",322.2242639
"13858",186218,21,2,4,"F","Single",219.7394077
"13862",167635,25,7,4,"M","Single",1368.54557
"13864",147882,63,43,4,"M","Single",285.9694186
"13865",123554,23,4,4,"F","Married",298.9305038
"13869",141158,48,29,4,"F","Single",374.6222191
"13871",155080,24,7,4,"F","Single",708.9236538
"13872",174525,69,52,4,"F","Married",171.1947519
"13876",132293,42,23,4,"F","Single",778.45885
"13878",110113,45,26,4,"F","Single",168.3363531
"13879",156024,67,50,4,"F","Single",41.58975302
"13883",100073,51,30,4,"M","Married",181.5434522
"13885",106938,25,6,4,"F","Married",340.5355528
"13886",106099,26,6,4,"F","Single",279.8312708
"13890",177885,68,47,4,"F","Married",323.3339868
"13892",174285,51,31,4,"M","Single",465.5054531
"13893",144624,28,8,4,"M","Married",376.705297
"13897",109984,37,18,4,"M","Single",759.2695883
"13899",104232,25,7,4,"M","Single",572.8837682
"13900",192640,24,6,4,"F","Married",329.5041121
"13904",100081,16,0,4,"F","Married",339.0782084
"13906",181412,67,48,4,"F","Single",138.0062197
"13907",174349,43,25,4,"M","Single",454.5790551
"13911",111217,51,34,4,"M","Single",574.9018743
"13913",126295,16,0,4,"F","Married",298.0911559
"13914",188388,34,13,4,"F","Single",474.2729374
"13918",186736,25,8,4,"F","Married",349.4449791
"13920",104782,29,8,4,"F","Married",323.1856434
"13921",192953,66,45,4,"F","Single",143.6529969
"13925",121210,22,3,4,"F","Single",530.7000455
"13927",134670,64,45,4,"F","Married",86.49540823
"13928",128282,64,43,4,"M","Single",384.452464
"13932",179614,33,16,4,"M","Married",345.1048901
"13934",190594,19,0,4,"F","Married",218.2815363
"13935",125000,24,6,4,"M","Single",1091.162554
"13939",144262,46,28,4,"M","Married",298.3104064
"13941",107487,48,29,4,"F","Married",359.6133215
"13942",176401,66,49,4,"F","Single",44.949165
"13946",195120,68,47,4,"F","Single",239.9516656
"13948",106944,67,48,4,"M","Married",59.42698007
"13949",176721,41,20,4,"F","Single",462.5024015
"13953",189580,66,46,4,"M","Single",214.342541
"13955",137758,41,22,4,"M","Married",266.1462605
"13956",183958,60,39,4,"F","Married",281.4717512
"13960",125528,33,14,4,"M","Single",468.5610259
"13962",182514,64,47,4,"F","Single",133.2210934
"13963",192390,45,25,4,"M","Married",350.5132525
"13967",168168,45,28,4,"M","Single",226.1603243
"13969",139084,58,41,4,"M","Single",411.7883391
"13970",100946,53,33,4,"F","Single",397.806322
"13974",124181,16,0,4,"F","Married",300.6688027
"13976",175654,49,28,4,"M","Married",730.5001882
"13977",143279,23,4,4,"M","Married",567.2643283
"13981",195811,19,0,4,"M","Single",559.0337155
"13983",137905,70,49,4,"M","Single",351.479994
"13984",161014,58,41,4,"M","Married",171.6787836
"13988",172087,57,39,4,"F","Married",628.4233997
"13990",182579,22,4,4,"M","Single",997.2445349
"13991",147174,70,50,4,"F","Married",149.458186
"13995",162861,19,0,4,"F","Single",654.2606407
"13997",173480,48,28,4,"F","Married",327.8850451
"13998",139864,68,50,4,"F","Single",196.4903654
"14002",173555,60,39,4,"F","Single",439.6718132
"14004",166646,27,7,4,"M","Single",323.1131684
"14005",198522,58,40,4,"M","Single",313.6963702
"14009",148101,19,2,4,"F","Married",340.5823945
"14011",155173,61,42,4,"M","Married",136.6014107
"14012",152724,23,5,4,"F","Single",700.8223472
"14016",193857,59,42,4,"M","Married",212.2194107
"14018",153245,38,20,4,"M","Married",341.7410458
"14019",197812,31,14,4,"F","Single",452.5507926
"14023",125926,36,17,4,"F","Married",336.6827739
"14025",132670,38,21,4,"M","Single",828.1457095
"14026",121194,66,47,4,"F","Single",41.84070321
"14030",137050,53,36,4,"M","Single",440.8848186
"14032",173469,58,41,4,"M","Married",317.8837177
"14033",142730,18,0,4,"M","Married",313.2976091
"14037",118235,25,7,4,"M","Married",361.0933392
"14039",198258,70,52,4,"F","Married",110.764513
"14040",126210,26,9,4,"M","Married",310.3356728
"14044",140660,24,7,4,"F","Single",694.1400539
"14046",118616,50,29,4,"F","Married",379.1346056
"14047",149064,25,6,4,"F","Married",218.4827576
"14051",164654,23,4,4,"F","Single",322.2788795
"14053",195325,33,14,4,"F","Married",342.5903152
"14054",178660,16,0,4,"F","Married",206.8778665
"14058",131753,60,42,4,"M","Married",59.24040111
"14060",139883,61,42,4,"M","Single",184.9221483
"14061",169958,62,43,4,"F","Single",216.1005343
"14065",123435,50,33,4,"M","Single",437.7636042
"14067",112474,39,19,4,"F","Single",366.3004751
"14068",110267,36,17,4,"F","Married",422.2094254
"14072",114754,23,6,4,"M","Married",425.2231669
"14074",102840,53,36,4,"M","Married",382.7331096
"14075",118590,56,35,4,"F","Single",868.2423373
"14079",137312,63,45,4,"M","Married",256.7659327
"14081",156747,65,44,4,"M","Single",111.3796145
"14082",130817,68,48,4,"M","Married",65.36114567
"14086",171377,33,13,4,"M","Married",657.4021385
"14088",100314,33,16,4,"F","Single",432.2238432
"14089",186299,65,47,4,"M","Married",21.31311833
"14093",184963,63,45,4,"F","Married",239.1191156
"14095",188219,22,4,4,"M","Single",1050.53842
"14096",126972,63,44,4,"F","Married",189.0105214
"14100",101495,65,44,4,"F","Single",54.82996678
"14102",190534,21,2,4,"F","Married",202.1352795
"14103",137402,35,18,4,"F","Married",312.5287596
"14107",178873,60,40,4,"M","Married",285.1611597
"14109",104035,45,27,4,"F","Single",383.9529906
"14110",181264,67,47,4,"F","Married",333.4236021
"14114",178800,39,20,4,"F","Married",295.7260312
"14116",126647,64,44,4,"M","Single",227.7282693
"14117",195023,18,0,4,"M","Single",927.7630189
"14121",197837,29,11,4,"M","Single",631.5946979
"14123",139464,32,12,4,"F","Single",383.6844203
"14124",147012,65,47,4,"M","Single",611.5439852
"14128",161806,47,30,4,"F","Married",115.1744809
"14130",182091,20,2,4,"F","Single",585.1896968
"14131",198843,38,21,4,"F","Single",299.6722412
"14135",103525,20,3,4,"M","Single",1848.845387
"14137",158891,68,48,4,"M","Single",525.898743
"14138",138631,20,1,4,"F","Single",774.1602653
"14142",174721,65,45,4,"F","Single",113.0630237
"14144",137009,49,30,4,"F","Single",397.2310449
"14145",124277,23,6,4,"F","Married",201.2941482
"14149",183622,54,35,4,"F","Single",637.2057499
"14151",123957,61,41,4,"M","Married",353.7379997
"14152",164414,47,28,4,"M","Married",452.9421807
"14156",132443,21,4,4,"F","Married",458.3320697
"14158",181132,19,2,4,"F","Single",357.3328031
"14159",177284,21,4,4,"M","Married",345.5634481
"14163",161445,66,49,4,"M","Single",244.1192847
"14165",133868,25,6,4,"M","Married",197.3016678
"14166",105468,16,0,4,"M","Married",678.4732977
"14170",103225,30,13,4,"M","Single",730.0730083
"14172",158933,18,1,4,"M","Single",482.7386923
"14173",138015,20,3,4,"F","Single",729.9872438
"14177",105757,70,49,4,"F","Single",543.7224607
"14179",116831,17,0,4,"F","Single",589.1773458
"14180",144323,49,31,4,"F","Married",334.1259667
"14184",166234,36,17,4,"M","Single",396.7605129
"14186",103844,20,1,4,"F","Married",213.1578344
"14187",182394,64,47,4,"M","Single",19.35304501
"14191",192380,23,6,4,"F","Married",176.9938099
"14193",197702,50,33,4,"M","Single",390.2230925
"14194",104966,17,0,4,"M","Married",406.9418929
"14198",132671,17,0,4,"F","Single",421.8215092
"14200",112945,30,10,4,"F","Married",301.6996352
"14201",140961,27,9,4,"M","Married",356.4852108
"14205",149691,68,51,4,"F","Married",106.744504
"14207",168474,58,41,4,"M","Married",365.4426038
"14208",185260,26,6,4,"M","Single",504.1454866
"14212",181227,65,44,4,"F","Single",400.4735077
"14214",191335,22,4,4,"M","Married",605.6072165
"14215",196422,30,10,4,"F","Single",341.9201456
"14219",192657,65,46,4,"M","Single",89.07133084
"14221",103670,37,18,4,"M","Married",413.2981039
"14222",196295,22,3,4,"F","Single",437.2083539
"14226",119170,17,0,4,"F","Single",416.3096147
"14228",130092,21,3,4,"F","Single",333.8098672
"14229",149666,24,5,4,"M","Married",326.3896388
"14233",134318,26,6,4,"M","Married",259.7499425
"14235",168051,52,34,4,"F","Married",359.9510785
"14236",186152,66,46,4,"M","Married",53.98897059
"14240",116257,70,52,4,"M","Single",300.2694754
"14242",128860,62,42,4,"F","Single",90.32206754
"14243",172961,32,11,4,"F","Married",223.1211246
"14247",191601,52,31,4,"M","Married",584.728272
"14249",169516,16,0,4,"M","Married",673.8552929
"14250",145500,31,11,4,"F","Single",758.6592321
"14254",103229,32,11,4,"M","Married",565.3811755
"14256",119016,52,35,4,"F","Single",524.0062141
"14257",137038,62,43,4,"M","Single",358.6892509
"14261",140664,22,3,4,"M","Married",232.1748725
"14263",187381,27,6,4,"M","Married",306.4509931
"14264",193281,49,29,4,"F","Single",424.6187252
"14268",163095,60,43,4,"F","Married",146.7581689
"14270",177909,60,40,4,"F","Single",126.1104143
"14271",162251,30,13,4,"F","Married",315.6685673
"14275",176657,36,16,4,"F","Single",652.9423246
"14277",102171,61,44,4,"F","Single",376.5063767
"14278",126854,25,7,4,"F","Married",146.3538524
"14282",164088,68,51,4,"M","Single",47.04962724
"14284",139225,21,4,4,"M","Married",273.640839
"14285",153822,36,19,4,"F","Married",365.2978239
"14289",151563,60,43,4,"M","Single",107.8114166
"14291",124931,58,38,4,"M","Married",579.3588041
"14292",113398,41,22,4,"F","Married",364.7726498
"14296",137786,17,0,4,"M","Married",537.1256702
"14298",114629,70,53,4,"M","Married",280.0771197
"14299",151323,58,37,4,"M","Married",409.1785866
"14303",196750,65,46,4,"F","Single",41.47417968
"14305",115456,17,0,4,"M","Single",1776.525239
"14306",184327,65,48,4,"F","Single",418.7371198
"14310",141965,58,37,4,"F","Single",231.7936213
"14312",138606,41,23,4,"M","Single",497.2546463
"14313",162467,16,0,4,"M","Married",446.5852619
"14317",173057,60,43,4,"F","Single",305.7744547
"14319",163642,19,0,4,"M","Single",403.3128501
"14320",162707,60,43,4,"F","Single",198.8351675
"14324",145841,39,22,4,"M","Single",420.8534944
"14326",179399,38,19,4,"M","Single",390.3124558
"14327",146398,40,23,4,"M","Married",619.8452402
"14331",152732,24,5,4,"M","Single",987.0121712
"14333",117762,60,43,4,"F","Single",518.349276
"14334",149152,36,15,4,"M","Married",350.6783228
"14338",162958,45,26,4,"F","Married",532.4444303
"14340",157066,62,44,4,"F","Single",46.58064516
"14341",135046,53,34,4,"F","Single",350.837945
"14345",111066,67,46,4,"M","Single",68.45241461
"14347",175012,31,14,4,"F","Single",421.5918256
"14348",109715,33,15,4,"M","Married",503.3392623
"14352",128654,22,3,4,"F","Married",386.1943007
"14354",173602,20,3,4,"F","Single",949.5901163
"14355",132770,68,51,4,"F","Single",204.7419495
"14359",130774,48,30,4,"M","Single",758.8821771
"14361",175756,67,49,4,"M","Single",272.8842105
"14362",159605,64,43,4,"M","Married",188.6404174
"14366",150678,57,36,4,"F","Single",355.1653687
"14368",173181,42,22,4,"M","Single",515.8336994
"14369",148963,64,45,4,"F","Married",99.41027091
"14373",175324,23,5,4,"M","Married",271.1201143
"14375",173255,46,27,4,"F","Single",504.8856084
"14376",115569,38,21,4,"F","Married",564.4140951
"14380",159506,68,47,4,"M","Married",110.7679747
"14382",112951,53,33,4,"M","Married",514.2234708
"14383",133569,69,50,4,"M","Married",71.72666395
"14387",131852,58,37,4,"M","Single",461.0803128
"14389",117161,26,9,4,"F","Married",566.3665086
"14390",166402,68,50,4,"F","Married",300.9867581
"14394",138848,18,0,4,"F","Married",453.060783
"14396",194493,61,43,4,"F","Single",325.5620407
"14397",181072,56,35,4,"M","Single",455.3487464
"14401",182724,16,0,4,"F","Single",792.5986484
"14403",185239,59,42,4,"M","Single",384.7952953
"14404",108721,20,1,4,"F","Married",290.1191915
"14408",113580,40,20,4,"M","Single",524.2077031
"14410",194317,47,27,4,"M","Single",223.9143018
"14411",156408,66,47,4,"M","Single",323.9017759
"14415",197366,19,2,4,"M","Single",965.0542936
"14417",116735,32,11,4,"M","Married",567.0899565
"14418",168689,22,4,4,"F","Married",311.3831572
"14422",105222,40,20,4,"F","Married",199.1938556
"14424",163232,61,41,4,"M","Married",229.0131944
"14425",134355,16,0,4,"M","Married",210.492293
"14429",114735,19,1,4,"F","Married",336.0323478
"14431",128035,38,19,4,"M","Single",477.2124292
"14432",116177,17,0,4,"F","Married",299.5350945
"14436",169983,69,50,4,"F","Single",86.98662692
"14438",175957,69,52,4,"F","Single",365.2719284
"14439",114563,63,44,4,"M","Single",110.3872037
"14443",176967,21,4,4,"F","Single",274.8065412
"14445",113593,50,33,4,"M","Single",506.5247959
"14446",136056,33,13,4,"M","Single",801.5256903
